"year","study_site","type","sp","bird_ID","tag","method","tag_mount","status","datetime_caught","nest","lat","lon","sex","sexing","total_head","culmen","wing","tarsus","mass","comments"
2005,"alwa","breeding","KEPL","2597",NA,"video","none",NA,"2005-05-15 05:51:00","2005-D-11",24.2623,54.5966,"f","plumage",NA,NA,110.5,28.65,39.8,NA
2006,"alwa","breeding","KEPL","2607",NA,"video","none",NA,"2006-06-17 05:26:00","2006-D-20",24.2615,54.6091,"f","plumage",NA,NA,102.5,28.85,35.7,NA
2006,"alwa","breeding","KEPL","2608",NA,"video","none",NA,"2006-06-15 18:00:00","2006-D-20",24.2615,54.6091,"m","plumage",NA,NA,106,29.7,33.3,NA
2006,"alwa","breeding","KEPL","2644",NA,"video","none",NA,"2006-05-22 06:09:00","2006-D-12",24.2613,54.6088,"f","plumage",NA,NA,107.5,28.45,37.4,NA
2005,"alwa","breeding","KEPL","2650",NA,"video","none",NA,"2005-06-09 07:14:00","2005-D-28",24.2596,54.6088,"f","plumage",NA,NA,107.5,28.65,35.9,NA
2005,"alwa","breeding","KEPL","2651",NA,"video","none",NA,"2005-06-08 20:25:00","2005-D-28",24.2596,54.6088,"m","plumage",NA,NA,108,28.5,35,NA
2006,"alwa","breeding","KEPL","2681",NA,"video","none",NA,"2006-06-26 05:57:00","2006-D-140",24.2591,54.6111,"f","plumage",NA,NA,110,28.1,37.8,NA
2005,"alwa","breeding","KEPL","2758",NA,"video","none",NA,"2005-05-30 21:48:00","2005-D-20",24.2618,54.6091,"m","plumage",NA,NA,109.5,31,40.2,NA
2006,"alwa","breeding","KEPL","2758",NA,"video","none",NA,"2006-05-25 06:57:00","2006-D-12",24.2613,54.6088,"m","plumage",NA,NA,108,31.45,42.1,NA
2005,"alwa","breeding","KEPL","2772",NA,"video","none",NA,"2005-06-02 23:03:00","2005-D-205",24.2572,54.6142,"m","plumage",NA,NA,111.5,30,39.3,NA
2005,"alwa","breeding","KEPL","2773",NA,"video","none",NA,"2005-06-03 06:36:00","2005-D-205",24.2572,54.6142,"f","plumage",NA,NA,110.5,28.8,36.4,NA
2005,"alwa","breeding","KEPL","2784",NA,"video","none",NA,"2005-06-07 22:20:00","2005-D-211",24.2517,54.6127,"m","plumage",NA,NA,109.5,29.2,34.5,NA
2005,"alwa","breeding","KEPL","2786",NA,"video","none",NA,"2005-06-09 05:51:00","2005-D-211",24.2517,54.6127,"f","plumage",NA,NA,109,26.85,34.2,NA
2005,"alwa","breeding","KEPL","2807",NA,"video","none",NA,"2005-05-19 19:01:00","2005-D-11",24.2623,54.5966,"m","plumage",NA,NA,120.5,30.75,42,NA
2005,"alwa","breeding","KEPL","2814",NA,"video","none",NA,"2005-05-31 06:44:00","2005-D-14",24.263,54.595,"f","plumage",NA,NA,109,26.75,34.2,NA
2005,"alwa","breeding","KEPL","2817",NA,"video","none",NA,"2005-06-01 08:16:00","2005-D-14",24.263,54.595,"m","plumage",NA,NA,103,27.8,34,NA
2005,"alwa","breeding","KEPL","2820",NA,"video","none",NA,"2005-06-03 20:01:00","2005-A-21",24.2588,54.615,"m","plumage",NA,NA,111.5,29.35,38.7,NA
2005,"alwa","breeding","KEPL","2821",NA,"video","none",NA,"2005-06-04 06:42:00","2005-A-21",24.2588,54.615,"f","plumage",NA,NA,110,29.5,37.2,NA
2005,"alwa","breeding","KEPL","2823",NA,"video","none",NA,"2005-06-06 20:03:00","2005-D-21",24.2627,54.6018,"m","plumage",NA,NA,107.5,30.2,36.2,NA
2005,"alwa","breeding","KEPL","2824",NA,"video","none",NA,"2005-06-07 06:06:00","2005-D-21",24.2627,54.6018,"f","plumage",NA,NA,108.5,28.45,37.8,NA
2005,"alwa","breeding","KEPL","2825",NA,"video","none",NA,"2005-06-11 05:07:00","2005-A-23",24.262,54.6114,"f","plumage",NA,NA,107,28.3,38.7,NA
2005,"alwa","breeding","KEPL","2829",NA,"video","none",NA,"2005-06-18 20:05:00","2005-D-128",24.2604,54.6044,"m","plumage",NA,NA,108.5,28.7,33.5,NA
2005,"alwa","breeding","KEPL","2840",NA,"video","none",NA,"2005-06-24 08:25:00","2005-D-212",24.259,54.6123,"f","plumage",NA,NA,110.5,29.85,33.7,NA
2005,"alwa","breeding","KEPL","2841",NA,"video","none",NA,"2005-06-24 20:40:00","2005-D-212",24.259,54.6123,"m","plumage",NA,NA,110.5,29.35,34.7,NA
2005,"alwa","breeding","KEPL","2844",NA,"video","none",NA,"2005-06-24 22:15:00","2005-D-152",24.259,54.6116,"m","plumage",NA,NA,104.5,29.2,36.8,NA
2006,"alwa","breeding","KEPL","2854",NA,"video","none",NA,"2006-06-27 19:08:00","2006-D-140",24.2591,54.6111,"m","plumage",NA,NA,110.5,28.9,33.1,NA
2005,"alwa","breeding","KEPL","2856",NA,"video","none",NA,"2005-06-30 07:00:00","2005-D-152",24.259,54.6116,"f","plumage",NA,NA,110,30.2,40.7,NA
2006,"alwa","breeding","KEPL","2880",NA,"video","none",NA,"2006-05-05 18:11:00","2006-A-3",24.2618,54.6112,"m","plumage",NA,NA,110.5,30.1,38.8,NA
2006,"alwa","breeding","KEPL","2881",NA,"video","none",NA,"2006-05-07 06:38:00","2006-A-3",24.2618,54.6112,"f","plumage",NA,NA,111,27.55,36.8,NA
2005,"alwa","breeding","KEPL","2926",NA,"video","none",NA,"2005-06-19 20:35:00","2005-D-142",24.259,54.6096,"m","plumage",NA,NA,110,29.1,35,NA
2005,"alwa","breeding","KEPL","2929",NA,"video","none",NA,"2005-06-04 06:50:00","2005-D-142",24.259,54.6096,"f","plumage",NA,NA,110,28.8,35.5,"captured at nest 2005/D/138"
2005,"alwa","breeding","KEPL","2931",NA,"video","none",NA,"2005-06-07 06:25:00","2005-D-128",24.2604,54.6044,"f","plumage",NA,NA,111,29,40.4,NA
2006,"alwa","breeding","KEPL","2934",NA,"video","none",NA,"2006-06-13 05:53:00","2006-A-20",24.2611,54.6125,"f","plumage",NA,NA,103,27.45,34.8,NA
2005,"alwa","breeding","KEPL","2944",NA,"video","none",NA,"2005-06-19 19:45:00","2005-D-148",24.2592,54.6106,"m","plumage",NA,NA,114,30.2,38.2,NA
2005,"alwa","breeding","KEPL","2951",NA,"video","none",NA,"2005-06-21 07:10:00","2005-D-148",24.2592,54.6106,"f","plumage",NA,NA,118,30,39.6,NA
2006,"alwa","breeding","KEPL","2990",NA,"video","none",NA,"2006-06-22 05:28:00","2006-D-137",24.2586,54.609,"m","plumage",NA,NA,105,25.5,33,NA
2006,"alwa","breeding","KEPL","3013",NA,"video","none",NA,"2006-06-04 06:46:00","2006-D-19",24.2612,54.6094,"f","plumage",NA,NA,107.5,29.15,35.8,NA
2006,"alwa","breeding","KEPL","3014",NA,"video","none",NA,"2006-06-05 06:27:00","2006-D-19",24.2612,54.6094,"m","plumage",NA,NA,107.5,28.1,35.8,NA
2006,"alwa","breeding","KEPL","3015",NA,"video","none",NA,"2006-06-19 05:49:00","2006-D-23",24.2596,54.6115,"f","plumage",NA,NA,111,29.1,36.7,NA
2006,"alwa","breeding","KEPL","3016",NA,"video","none",NA,"2006-06-20 19:12:00","2006-D-23",24.2596,54.6115,"m","plumage",NA,NA,104,29.4,36,NA
2006,"alwa","breeding","KEPL","3019",NA,"video","none",NA,"2006-07-01 05:56:00","2006-D-137",24.2586,54.609,"f","plumage",NA,NA,106,28.1,34.5,NA
2010,"anch","breeding","SBDO","83272888","13916","bas","leg_flag_vertical","1","2010-06-21 16:20:00","S1",61.1,-149.91,"m","genetic",84.3,52.4,147,38.3,110,NA
2011,"anch","breeding","SBDO","83272888","13916","bas","leg_flag_vertical","0","2011-06-15 15:47:00","S2",61.102,-149.906,"m","genetic",NA,NA,NA,NA,NA,NA
2010,"anch","breeding","LEYE","125210056","13910","bas","leg_flag_vertical","1","2010-06-10 11:12:00","L9",61.174,-150.051,"m","genetic",65.4,36.8,154,51.2,NA,NA
2012,"anch","breeding","LEYE","125210056","13910","bas","leg_flag_vertical","0","2012-06-09 13:30:00","L10",61.174,-150.051,"m","genetic",NA,NA,NA,NA,NA,NA
2011,"anch","breeding","LEYE","125210056","13910","bas","leg_flag_vertical","inc",NA,"NA_13910",61.174,-150.051,"m","genetic",NA,NA,NA,NA,NA,NA
2012,"barr","breeding","RUTU","127231992","163ac4b43a6f0001","pit_tag","leg_flag","n1","2012-07-06 17:05:00","R401",71.3242,-156.619,"f","genetic",50.2,21.5,153,26.5,123,NA
2009,"barr","breeding","RUTU","127232095","940","radio_tag_aut","rump","n","2009-06-23 15:58:24","T401",71.321,-156.669,"m","genetic",49.9,21.1,158.5,26.3,99.9,NA
2009,"barr","breeding","RUTU","129270297","981","radio_tag_aut","rump","n","2009-06-24 22:18:24","T401",71.321,-156.669,"f","genetic",50.5,21.2,157,26.2,NA,NA
2012,"barr","breeding","RUTU","129270408","2f4924b43a6f0001","pit_tag","leg_flag","n1","2012-07-08 13:46:00","R401",71.3242,-156.619,"m","genetic",51.2,22.3,158,27,107,NA
2010,"barr","breeding","DUNL","221113951","13501","bas","leg_flag_vertical","1","2010-06-29 14:18:53","DUNL700",71.2701,-156.5289,"f","morphometrics",62.9,37.1,132,25.9,55,"old combo: gfe,ANK,r/m:geo,r/-"
2011,"barr","breeding","DUNL","221113951","13501","bas","leg_flag_vertical","0","2011-06-22 16:34:53","DUNL509",71.2598,-156.5276,"f","morphometrics",62.7,36.5,132,25.5,64,"old combo: gfe,ANK,r/m:geo,r/-"
2010,"barr","breeding","DUNL","223135060","13684","bas","leg_flag_vertical","1","2010-06-23 13:25:53","DUNL700",71.2701,-156.5289,"m","genetic",56.1,30.5,124,26.7,51,"old combos: gf,y/m:y,r/r AND gfe,ANL,r/m:geo,r/-"
2011,"barr","breeding","DUNL","223135060","13684","bas","leg_flag_vertical","0","2011-06-16 15:20:53","DUNL509",71.2598,-156.5276,"m","genetic",55.9,31.1,125,26.8,57,"old combos: gf,y/m:y,r/r AND gfe,ANL,r/m:geo,r/-"
2010,"barr","breeding","DUNL","223135108","12a013","bas","leg_flag_vertical","1","2010-06-25 14:58:53","DUNL124",71.2595,-156.5291,"f","genetic",62,37,126,27.2,NA,"old combos: y,gfe,E8/-:m/- AND gfe,ALA,r/m:geo,r/-"
2010,"barr","breeding","DUNL","223135108","12a013","bas","leg_flag_vertical","inc","2010-07-11 14:03:53","DUNL124",71.2595,-156.5291,"f","genetic",NA,NA,NA,NA,64.5,"old combos: y,gfe,E8/-:m/- AND gfe,ALA,r/m:geo,r/-; recap for Andy's SI study"
2011,"barr","breeding","DUNL","223135108","12a013","bas","leg_flag_vertical","0","2011-06-28 09:30:52","DUNL236",71.2595,-156.5328,"f","genetic",61.3,36.6,127,26,57,"old combos: y,gfe,E8/-:m/- AND gfe,ALA,r/m:geo,r/-; size 1b spacer band below geo.  1b band stuck on leg (see pics) - had to take some skin off to get red band off leg"
2010,"barr","breeding","DUNL","223135483","12a027","bas","leg_flag_vertical","1","2010-06-23 13:36:00","DUNL325",71.242,-156.5412,"f","morphometrics",64.7,38,127,27.6,69,NA
2011,"barr","breeding","DUNL","223135483","12a027","bas","leg_flag_vertical","0","2011-06-20 15:45:00","DUNL221",71.2419,-156.5473,"f","morphometrics",64.5,38,124,27,NA,"old combo: gfe,AJT,r/m:geo,r/-"
2010,"barr","breeding","DUNL","230143470","12a033","bas","leg_flag_vertical","1","2010-06-27 11:25:53","DUNL124",71.2595,-156.5291,"m","morphometrics",58.6,34.3,123,26.6,55.5,"old combo m/o,r,dg:-/gf,y"
2011,"barr","breeding","DUNL","230143470","12a033","bas","leg_flag_vertical","0","2011-06-24 17:40:52","DUNL236",71.2595,-156.5328,"m","morphometrics",59.8,34.1,124,27.3,57,"old combo m/o,r,dg:-/gf,y AND m/o,r,dg:geo,r/-"
2010,"barr","breeding","DUNL","230143776","12a021","bas","leg_flag_vertical","1","2010-06-29 11:36:54","DUNL607",71.2637,-156.5245,"f","genetic",62.9,37.5,122,27,58,"old combo: o/y,lb:gf,y/m AND o/y,lb:geo,r/m"
2011,"barr","breeding","DUNL","230143776","12a021","bas","leg_flag_vertical","0","2011-06-13 11:32:54","DUNL108",71.2625,-156.5221,"f","genetic",62.9,37.3,124,27.3,59,"old combo: o/y,lb:gf,y/m AND o/y,lb:geo,r/m"
2011,"barr","breeding","DUNL","230143776","12a021","bas","leg_flag_vertical","inc","2011-07-02 10:03:54","DUNL108",71.2625,-156.5221,"f","genetic",NA,NA,NA,NA,NA,"old combo: o/y,lb:gf,y/m AND o/y,lb:geo,r/m; recap for Andy's SI study; 1st primary had stunted growth"
2010,"barr","breeding","DUNL","230144061","13583","bas","leg_flag_vertical","1","2010-06-21 14:55:54","DUNL607",71.2637,-156.5245,"m","genetic",59.9,33.3,123,25.2,55,"old combo: y,gfe,Y8/-:m/- "
2011,"barr","breeding","DUNL","230144061","13583","bas","leg_flag_vertical","0","2011-06-16 08:01:54","DUNL108",71.2625,-156.5221,"m","genetic",60.1,33.2,123,27.1,57,"old combo: y,gfe,Y8/-:m/- AND gfe,AEN,r/m:geo,r/-; 4th primary had stunted growth?  Old, but not full size"
2011,"barr","breeding","DUNL","230144061","13583","bas","leg_flag_vertical","inc","2011-07-02 09:53:54","DUNL108",71.2625,-156.5221,"m","genetic",NA,NA,NA,NA,57,"old combo: y,gfe,Y8/-:m/- AND gfe,AEN,r/m:geo,r/-; recap for Andy's SI study"
2010,"barr","breeding","DUNL","230194062","12a040","bas","leg_flag_vertical","1","2010-07-01 13:09:00","DUNL325",71.242,-156.5412,"m","morphometrics",61,34,127,26,53,"old combo: gfe,AJY,r/-:geo,r/m; used wing chord ruler - measurements only accurate to ones digit"
2011,"barr","breeding","DUNL","230194062","12a040","bas","leg_flag_vertical","0","2011-06-22 15:07:00","DUNL221",71.2419,-156.5473,"m","morphometrics",60.5,35,126,26.2,58,"old combo: gfe,AJY,r/-:geo,r/m; red band inside geolocator section, tibia leg slightly abraded"
2013,"barr","breeding","SESA","197100154","d888","intigeo","leg_flag_horizontal","1","2013-06-18 12:44:00","SESA082",71.2414,-156.553,"m","bill partner",37.5,17.5,96,22.2,25,NA
2014,"barr","breeding","SESA","197100154","d888","intigeo","leg_flag_horizontal","0","2014-06-13 10:30:00","SESA809",71.2414,-156.553,"m","bill partner",NA,NA,NA,NA,NA,"removed geo"
2014,"barr","breeding","SESA","197100154","d888","intigeo","leg_flag_horizontal","y","2014-06-24 09:37:00","SESA809",71.2414,-156.553,"m","bill partner",NA,NA,NA,NA,24,"recap of geo bird for blood/feathers"
2013,"barr","breeding","SESA","197100175","e188","intigeo","leg_flag_horizontal","1","2013-06-18 11:40:00","SESA080",71.2402,-156.5458,"u","none",39.9,19.1,100,23.1,31,NA
2014,"barr","breeding","SESA","197100175","e188","intigeo","leg_flag_horizontal","0","2014-06-16 13:57:00","SESA705",71.2402,-156.5458,"u","none",NA,NA,NA,NA,NA,"removed geo"
2013,"barr","breeding","SESA","197101306","c472","intigeo","leg_flag_horizontal","1","2013-06-24 15:28:00","SESA196",71.2459,-156.5576,"u","none",38.9,17.5,100,22,30,NA
2014,"barr","breeding","SESA","197101306","c472","intigeo","leg_flag_horizontal","0","2014-06-18 13:33:00","SESA824",71.2457,-156.5569,"u","none",NA,NA,NA,NA,NA,"removed geo"
2014,"barr","breeding","SESA","197101306","c472","intigeo","leg_flag_horizontal","y","2014-06-24 08:27:00","SESA824",71.2457,-156.5569,"u","none",NA,NA,NA,NA,30,"recap of geo bird for blood/feathers"
2013,"barr","breeding","SESA","197101314","e168","intigeo","leg_flag_horizontal","1","2013-06-19 12:33:00","SESA188",71.2451,-156.5598,"m","bill",37.7,17,99,23.4,27,NA
2014,"barr","breeding","SESA","197101314","e168","intigeo","leg_flag_horizontal","0","2014-06-19 14:05:00","SESA828",71.2454,-156.555,"m","bill",NA,NA,NA,NA,NA,"removed geo"
2014,"barr","breeding","SESA","197101314","e168","intigeo","leg_flag_horizontal","y","2014-06-24 12:19:00","SESA828",71.2454,-156.555,"m","bill",NA,NA,NA,NA,29,"recap of geo bird for blood/feathers"
2013,"barr","breeding","SESA","228156299","c484","intigeo","leg_flag_horizontal","1","2013-06-23 20:42:00","SESA190",71.244,-156.553,"f","bill",40.2,19,100,23.2,32,"Recapture of chick banded in 2012"
2014,"barr","breeding","SESA","228156299","c484","intigeo","leg_flag_horizontal","0","2014-06-14 09:42:00","SESA151",71.2438,-156.5516,"f","bill",NA,NA,NA,NA,NA,"geo removed"
2012,"barr","breeding","DUNL","3530984","2f3924b43a6f0001","pit_tag","leg_flag","y1","2012-06-13 17:10:00","D103",71.3209,-156.649,"m","genetic",59.2,33.9,122,27.5,NA,"in white, meta: kankyosho tokyo 3e30984 japan; weight was entered as 22.4 (unlikely)"
2011,"barr","breeding","DUNL","233113157","34b924b43a6f0001","pit_tag","leg_flag","n1","2011-06-17 08:49:00","D301",71.3248,-156.626,"m","genetic",56.8,30.9,124.5,25,57.2,NA
2013,"barr","breeding","DUNL","233113157","34b924b43a6f0001","pit_tag","leg_flag","inc",NA,"D702",71.3233,-156.623,"m","genetic",NA,NA,NA,NA,NA,NA
2012,"barr","breeding","DUNL","233113171","382dc4b43a6f0001","pit_tag","leg_flag","n1","2012-06-15 11:42:00","D103",71.3209,-156.649,"f","genetic",61.3,35.9,129,26.2,59,NA
2012,"barr","breeding","DUNL","233113172","0d65c4b43a6f0001","pit_tag","leg_flag","n1","2012-06-15 12:35:00","D1001",71.3232,-156.648,"m","genetic",59.7,34.4,127,26,56,NA
2012,"barr","breeding","DUNL","233113174","ab0524b43a6f0001","pit_tag","leg_flag","n1","2012-06-15 13:00:00","D102",71.3231,-156.642,"f","genetic",61.6,36.4,130,27.8,61.2,NA
2013,"barr","breeding","DUNL","233113181","ddece7d001af0001","pit_tag","leg_flag","n1","2013-06-08 16:24:00","D601",71.3187,-156.641,"f","genetic",60.7,34.8,128,25.1,62.9,NA
2013,"barr","breeding","DUNL","233113182","67ece7d001af0001","pit_tag","leg_flag","n1","2013-06-10 11:25:00","D401",71.3212,-156.609,"f","genetic",62.4,37.2,126,26.2,61.1,"no claws on outer left toes, scar on the elbow of the left wing, sperm may be shit, fabi check"
2013,"barr","breeding","DUNL","233113183","e0ece7d001af0001","pit_tag","leg_flag","n1","2013-06-10 12:08:00","D602",71.3219,-156.62,"m","genetic",56.9,31.3,129,24.5,56.3,NA
2013,"barr","breeding","DUNL","233113185","03ece7d001af0001","pit_tag","leg_flag","n1","2013-06-10 14:28:00","D801",71.3198,-156.635,"m","genetic",57.1,32,121,25.2,58.2,NA
2013,"barr","breeding","DUNL","233113187","a41ce7d001af0001","pit_tag","leg_flag","n1","2013-06-11 10:16:00","D505",71.3192,-156.656,"f","genetic",63.8,38,123,27.6,63,NA
2013,"barr","breeding","DUNL","233113188","d5ece7d001af0001","pit_tag","leg_flag","n1","2013-06-12 10:29:00","D502",71.3209,-156.631,"f","genetic",63.9,38.7,124,26.8,64.1,"scared off by horny PESA"
2013,"barr","breeding","DUNL","233113189","181ce7d001af0001","pit_tag","leg_flag","n1","2013-06-12 11:13:00","D801",71.3198,-156.635,"f","genetic",60.9,35.7,130,28.2,58.2,"nice coloration on the head"
2012,"barr","breeding","DUNL","233113190","1416c4b43a6f0001","pit_tag","leg_flag","n1","2012-06-16 10:46:00","D4011",71.3238,-156.616,"m","genetic",59.2,33.3,121,26.4,53.8,"super sperminator"
2012,"barr","breeding","DUNL","233113191","9cd524b43a6f0001","pit_tag","leg_flag","n1","2012-06-15 00:00:00","D1002",71.3193,-156.661,"m","genetic",57.3,33.4,124,25.3,56.7,NA
2013,"barr","breeding","DUNL","233113191","9cd524b43a6f0001","pit_tag","leg_flag","inc",NA,"D607",71.319,-156.661,"m","genetic",NA,NA,NA,NA,NA,NA
2012,"barr","breeding","DUNL","233113192","23cd24b43a6f0001","pit_tag","leg_flag","n1","2012-06-14 14:28:00","D1002",71.3193,-156.661,"f","genetic",60,34.5,128.5,25.9,65,"sperm almost m"
2013,"barr","breeding","DUNL","233113192","23cd24b43a6f0001","pit_tag","leg_flag","inc",NA,"D607",71.319,-156.661,"f","genetic",NA,NA,NA,NA,NA,NA
2012,"barr","breeding","DUNL","233113402","7ccec4b43a6f0001","pit_tag","leg_flag","n1","2012-06-13 20:02:00","D4011",71.3238,-156.616,"f","genetic",60,35.9,127,25.7,62,NA
2013,"barr","breeding","DUNL","233113402","7ccec4b43a6f0001","pit_tag","leg_flag","inc",NA,"D402",71.3237,-156.62,"f","genetic",NA,NA,NA,NA,NA,NA
2013,"barr","breeding","DUNL","253178601","9eece7d001af0001","pit_tag","leg_flag","n1","2013-06-12 11:46:00","D601",71.3187,-156.641,"m","genetic",59.6,34.7,126,26.1,54.3,NA
2013,"barr","breeding","DUNL","253178602","4c35c4b43a6f0001","pit_tag","leg_flag","n1","2013-06-12 13:22:00","D505",71.3192,-156.656,"m","genetic",60.6,35.4,122,24.9,51.6,NA
2013,"barr","breeding","DUNL","253178603","2b4524b43a6f0001","pit_tag","leg_flag","y1","2013-06-15 16:00:00","D502",71.3209,-156.631,"m","genetic",58.7,32.8,130,26.1,61.6,"re-ringed: old metal 250103918; sperm fabi check possibly M"
2013,"barr","breeding","DUNL","253178604","05ece7d001af0001","pit_tag","leg_flag","n1","2013-06-21 13:58:00","D802",71.3171,-156.664,"f","genetic",60.6,34.9,126,27,59.5,"sex changed to f based on bill measurements, strange growings at cloaca. maybe paraistes"
2013,"barr","breeding","DUNL","253178605","c165c4b43a6f0001","pit_tag","leg_flag","n1","2013-06-23 18:38:00","D802",71.3171,-156.664,"m","genetic",57,31.9,123,25.6,54.2,"formerly known as xx2"
2013,"barr","breeding","DUNL","253178612","dfb9c4b43a6f0001","pit_tag","leg_flag","n1","2013-06-28 21:54:00","D402",71.3237,-156.62,"m","genetic",44.2,32.4,125,26.6,56.4,NA
2013,"barr","breeding","DUNL","253178807","09ece7d001af0001","pit_tag","leg_flag","n1","2013-06-12 16:34:00","D604",71.3234,-156.636,"m","genetic",57.7,32.4,126,25.4,56,NA
2013,"barr","breeding","DUNL","253178812","16ece7d001af0001","pit_tag","leg_flag","n1","2013-06-11 10:06:00","D604",71.3234,-156.636,"f","genetic",62.9,36,127,28.2,65.3,NA
2013,"barr","breeding","DUNL","253178814","d81ce7d001af0001","pit_tag","leg_flag","n1","2013-06-12 08:43:00","D606",71.3221,-156.653,"f","genetic",63.3,38.4,125,26.7,58.5,NA
2013,"barr","breeding","DUNL","253178815","8c25c4b43a6f0001","pit_tag","leg_flag","n1","2013-06-27 19:15:00","D606",71.3221,-156.653,"m","genetic",58.4,31.7,126.5,26.5,57.8,"fatscore: no below wing but furcular seemed to be half full, score 1, to do: sperm sample check fabi"
2011,"barr","breeding","BASA","229194788","b599c4b43a6f0001","pit_tag","leg_flag","n1","2011-06-18 12:54:00","B302",71.3237,-156.613,"m","genetic",45.5,22.4,129,21.9,NA,NA
2013,"barr","breeding","BASA","255174355","79ece7d001af0001","pit_tag","leg_flag","n1","2013-06-22 22:40:00","B502",71.3239,-156.68,"f","genetic",55.3,22.8,129.5,23.7,NA,"balance died, couldnt measure mass, found dead captive sesas inbetween, left fishing rod and trap"
2011,"barr","breeding","BASA","255174422","8d3924b43a6f0001","pit_tag","leg_flag","n1","2011-06-24 19:13:00","B302",71.3237,-156.613,"f","genetic",44.4,20.6,130.5,21.7,35.5,NA
2011,"barr","breeding","BASA","255174473","f85224b43a6f0001","pit_tag","leg_flag","n1","2011-07-08 10:53:00","B502",71.3266,-156.672,"m","genetic",44.5,20,123.5,22.8,49.4,NA
2011,"barr","breeding","BASA","255174474","8da5c4b43a6f0001","pit_tag","leg_flag","n1","2011-07-08 19:16:00","B305",71.3284,-156.668,"m","genetic",47,23.2,129,23,45,"cut on leg (tried to de-ring with the dysfunctional pliers)"
2011,"barr","breeding","BASA","255174476","9555c4b43a6f0001","pit_tag","leg_flag","n1","2011-07-09 22:37:00","B305",71.3284,-156.668,"f","genetic",48.1,24.6,128,24.3,46.9,NA
2012,"barr","breeding","BASA","255174578","a9b224b43a6f0001","pit_tag","leg_flag","n1","2012-06-30 14:33:00","B501",71.325,-156.67,"m","genetic",47,22.3,127,22.4,46,NA
2012,"barr","breeding","BASA","255174583","5d19c4b43a6f0001","pit_tag","leg_flag","n1","2012-07-03 18:25:00","B601",71.327,-156.645,"m","genetic",46.2,22.2,130,20.6,47.8,NA
2012,"barr","breeding","BASA","255174592","9b03c4b43a6f0001","pit_tag","leg_flag","n1","2012-07-03 22:15:00","B403",71.3274,-156.632,"m","genetic",45.1,22.7,128,23.8,36.5,NA
2012,"barr","breeding","BASA","255174593","686ac4b43a6f0001","pit_tag","leg_flag","n1","2012-07-03 22:16:00","B304",71.328,-156.637,"m","genetic",44.4,20.6,128,22.7,NA,"no sperm forthcoming. Scale behaved oddly (this bird did not weigh 12.3 grams)"
